,votes,eevp,eevp_source,timestamp,state,expected_votes,vote_share_rep,vote_share_dem,vote_share_trd
3607,320284,37,edison,2020-11-04T04:43:59Z,maine,860000,0.455,0.513,0
3608,321800,37,edison,2020-11-04T04:46:33Z,maine,860000,0.456,0.512,0
3609,323998,38,edison,2020-11-04T04:46:58Z,maine,860000,0.456,0.512,0
3610,328114,38,edison,2020-11-04T04:47:38Z,maine,860000,0.455,0.513,0
3611,329852,38,edison,2020-11-04T04:48:28Z,maine,860000,0.455,0.513,0
3612,330812,38,edison,2020-11-04T04:48:52Z,maine,860000,0.455,0.513,0
3613,332204,39,edison,2020-11-04T04:49:23Z,maine,860000,0.455,0.513,0
3614,332578,39,edison,2020-11-04T04:50:12Z,maine,860000,0.455,0.513,0
3615,333535,39,edison,2020-11-04T04:51:31Z,maine,860000,0.456,0.513,0
3616,338465,39,edison,2020-11-04T04:51:53Z,maine,860000,0.456,0.512,0
3617,339903,40,edison,2020-11-04T04:54:11Z,maine,860000,0.457,0.512,0
3618,341122,40,edison,2020-11-04T04:58:30Z,maine,860000,0.457,0.511,0
3619,342773,40,edison,2020-11-04T04:59:13Z,maine,860000,0.457,0.512,0
3620,343648,40,edison,2020-11-04T04:59:56Z,maine,860000,0.457,0.511,0
3621,345861,40,edison,2020-11-04T05:00:37Z,maine,860000,0.456,0.512,0
3622,348847,41,edison,2020-11-04T05:01:30Z,maine,860000,0.456,0.512,0
3623,348992,41,edison,2020-11-04T05:02:56Z,maine,860000,0.456,0.512,0
3624,355469,41,edison,2020-11-04T05:04:29Z,maine,860000,0.458,0.51,0
3625,356700,41,edison,2020-11-04T05:07:23Z,maine,860000,0.459,0.51,0
3626,356882,41,edison,2020-11-04T05:08:56Z,maine,860000,0.459,0.51,0
3627,368318,43,edison,2020-11-04T05:09:27Z,maine,860000,0.459,0.509,0
3628,369033,43,edison,2020-11-04T05:10:37Z,maine,860000,0.459,0.509,0
3629,369970,43,edison,2020-11-04T05:11:47Z,maine,860000,0.459,0.509,0
3630,372283,43,edison,2020-11-04T05:12:27Z,maine,860000,0.459,0.509,0
3631,372548,43,edison,2020-11-04T05:13:51Z,maine,860000,0.459,0.509,0
3632,373161,43,edison,2020-11-04T05:14:45Z,maine,860000,0.46,0.509,0
3633,374252,44,edison,2020-11-04T05:15:33Z,maine,860000,0.46,0.509,0
3634,377223,44,edison,2020-11-04T05:17:19Z,maine,860000,0.46,0.508,0
3635,378186,44,edison,2020-11-04T05:17:33Z,maine,860000,0.46,0.508,0
3636,379876,44,edison,2020-11-04T05:17:42Z,maine,860000,0.46,0.508,0
3637,383937,45,edison,2020-11-04T05:18:20Z,maine,860000,0.462,0.507,0
3638,384318,45,edison,2020-11-04T05:18:47Z,maine,860000,0.462,0.507,0
3639,384617,45,edison,2020-11-04T05:19:01Z,maine,860000,0.462,0.507,0
3640,386347,45,edison,2020-11-04T05:19:29Z,maine,860000,0.462,0.506,0
3641,387036,45,edison,2020-11-04T05:19:40Z,maine,860000,0.463,0.506,0
3642,387647,45,edison,2020-11-04T05:20:03Z,maine,860000,0.463,0.506,0
3643,387650,45,edison,2020-11-04T05:20:18Z,maine,860000,0.463,0.506,0
3644,388118,45,edison,2020-11-04T05:20:34Z,maine,860000,0.463,0.505,0
3645,388175,45,edison,2020-11-04T05:21:23Z,maine,860000,0.463,0.505,0
3646,402960,47,edison,2020-11-04T05:24:28Z,maine,860000,0.456,0.512,0
3647,404077,47,edison,2020-11-04T05:28:00Z,maine,860000,0.456,0.512,0
3648,404415,47,edison,2020-11-04T05:28:48Z,maine,860000,0.456,0.512,0
3649,405524,47,edison,2020-11-04T05:31:51Z,maine,860000,0.456,0.513,0
3650,409489,48,edison,2020-11-04T05:32:30Z,maine,860000,0.457,0.511,0
3651,415297,48,edison,2020-11-04T05:34:10Z,maine,860000,0.456,0.513,0
3652,415461,48,edison,2020-11-04T05:35:10Z,maine,860000,0.456,0.513,0
3653,417024,48,edison,2020-11-04T05:36:01Z,maine,860000,0.456,0.512,0
3654,417595,49,edison,2020-11-04T05:40:32Z,maine,860000,0.457,0.512,0
3655,419297,49,edison,2020-11-04T05:41:15Z,maine,860000,0.457,0.511,0
3656,419670,49,edison,2020-11-04T05:43:40Z,maine,860000,0.457,0.512,0
3657,421511,49,edison,2020-11-04T05:45:32Z,maine,860000,0.458,0.511,0
3658,424365,49,edison,2020-11-04T05:45:39Z,maine,860000,0.458,0.511,0
3659,426153,50,edison,2020-11-04T05:47:52Z,maine,860000,0.458,0.51,0
3660,428186,50,edison,2020-11-04T05:48:00Z,maine,860000,0.46,0.509,0
3661,429000,50,edison,2020-11-04T05:48:26Z,maine,860000,0.46,0.509,0
3662,430377,50,edison,2020-11-04T05:50:27Z,maine,860000,0.46,0.509,0
3663,430885,50,edison,2020-11-04T05:52:45Z,maine,860000,0.46,0.509,0
3664,431601,50,edison,2020-11-04T05:54:13Z,maine,860000,0.46,0.509,0
3665,431856,50,edison,2020-11-04T05:54:23Z,maine,860000,0.46,0.509,0
3666,443058,52,edison,2020-11-04T05:57:48Z,maine,860000,0.457,0.512,0
3667,443782,52,edison,2020-11-04T05:58:33Z,maine,860000,0.457,0.511,0
3668,444903,52,edison,2020-11-04T06:00:22Z,maine,860000,0.457,0.511,0
3669,445917,52,edison,2020-11-04T06:02:50Z,maine,860000,0.457,0.511,0
3670,446184,52,edison,2020-11-04T06:02:57Z,maine,860000,0.458,0.511,0
3671,452542,53,edison,2020-11-04T06:04:18Z,maine,860000,0.454,0.514,0
3672,454750,53,edison,2020-11-04T06:04:53Z,maine,860000,0.454,0.514,0
3673,463524,54,edison,2020-11-04T06:05:07Z,maine,860000,0.452,0.516,0
3674,464302,54,edison,2020-11-04T06:07:25Z,maine,860000,0.452,0.516,0
3675,481130,56,edison,2020-11-04T06:07:38Z,maine,860000,0.448,0.521,0
3676,482285,56,edison,2020-11-04T06:08:09Z,maine,860000,0.449,0.52,0
3677,482410,56,edison,2020-11-04T06:08:59Z,maine,860000,0.449,0.52,0
3678,482434,56,edison,2020-11-04T06:09:36Z,maine,860000,0.449,0.52,0
3679,484987,56,edison,2020-11-04T06:09:44Z,maine,860000,0.449,0.519,0
3680,486852,57,edison,2020-11-04T06:11:27Z,maine,860000,0.449,0.519,0
3681,488129,57,edison,2020-11-04T06:11:46Z,maine,860000,0.45,0.519,0
3682,492857,57,edison,2020-11-04T06:17:24Z,maine,860000,0.449,0.52,0
3683,493462,57,edison,2020-11-04T06:18:31Z,maine,860000,0.449,0.519,0
3684,494089,57,edison,2020-11-04T06:24:09Z,maine,860000,0.449,0.519,0
3685,496266,58,edison,2020-11-04T06:30:04Z,maine,860000,0.45,0.519,0
3686,496388,58,edison,2020-11-04T06:36:18Z,maine,860000,0.45,0.519,0
3687,496863,58,edison,2020-11-04T06:39:02Z,maine,860000,0.45,0.519,0
3688,502141,58,edison,2020-11-04T06:46:56Z,maine,860000,0.45,0.518,0
3689,503777,59,edison,2020-11-04T06:47:45Z,maine,860000,0.451,0.518,0
3690,513513,60,edison,2020-11-04T06:48:46Z,maine,860000,0.45,0.518,0
3691,529264,62,edison,2020-11-04T06:49:39Z,maine,860000,0.443,0.525,0
3692,529700,62,edison,2020-11-04T07:05:33Z,maine,860000,0.444,0.525,0
3693,570250,66,edison,2020-11-04T07:05:49Z,maine,860000,0.423,0.546,0
3694,571421,66,edison,2020-11-04T07:13:09Z,maine,860000,0.423,0.546,0
3695,572079,67,edison,2020-11-04T07:14:40Z,maine,860000,0.423,0.546,0
3696,576276,67,edison,2020-11-04T07:15:05Z,maine,860000,0.424,0.545,0
3697,579220,67,edison,2020-11-04T07:28:35Z,maine,860000,0.424,0.545,0
3698,594102,69,edison,2020-11-04T07:59:36Z,maine,860000,0.423,0.545,0
3699,594612,69,edison,2020-11-04T08:06:10Z,maine,860000,0.423,0.545,0
3700,600827,70,edison,2020-11-04T08:34:08Z,maine,860000,0.423,0.546,0
3701,600867,70,edison,2020-11-04T11:00:00Z,maine,860000,0.423,0.546,0
3702,615924,72,edison,2020-11-04T11:33:57Z,maine,860000,0.421,0.548,0
3703,620437,72,edison,2020-11-04T12:46:02Z,maine,860000,0.422,0.547,0
3704,620402,72,edison,2020-11-04T12:46:58Z,maine,860000,0.422,0.547,0
3705,620862,72,edison,2020-11-04T14:06:51Z,maine,860000,0.422,0.547,0
3706,623517,73,edison,2020-11-04T14:13:15Z,maine,860000,0.423,0.546,0
3707,624019,73,edison,2020-11-04T14:16:59Z,maine,860000,0.423,0.546,0
3708,624550,73,edison,2020-11-04T14:27:44Z,maine,860000,0.423,0.546,0
3709,624688,73,edison,2020-11-04T14:30:09Z,maine,860000,0.423,0.546,0
3710,627376,73,edison,2020-11-04T15:03:50Z,maine,860000,0.423,0.545,0
3711,628013,73,edison,2020-11-04T15:05:25Z,maine,860000,0.423,0.545,0
3712,628182,73,edison,2020-11-04T15:07:41Z,maine,860000,0.423,0.545,0
3713,631922,73,edison,2020-11-04T15:40:06Z,maine,860000,0.424,0.545,0
3714,632218,74,edison,2020-11-04T15:45:17Z,maine,860000,0.424,0.545,0
3715,632553,74,edison,2020-11-04T16:04:16Z,maine,860000,0.424,0.545,0
3716,637832,74,edison,2020-11-04T16:10:25Z,maine,860000,0.424,0.544,0
3717,640974,75,edison,2020-11-04T16:26:54Z,maine,860000,0.425,0.544,0
3718,643934,75,edison,2020-11-04T16:29:30Z,maine,860000,0.424,0.544,0
3719,646868,75,edison,2020-11-04T16:33:26Z,maine,860000,0.425,0.544,0
3720,647466,75,edison,2020-11-04T16:39:04Z,maine,860000,0.425,0.544,0
3721,649036,75,edison,2020-11-04T16:39:13Z,maine,860000,0.425,0.544,0
3722,650866,76,edison,2020-11-04T16:39:23Z,maine,860000,0.425,0.544,0
3723,651701,76,edison,2020-11-04T16:40:05Z,maine,860000,0.425,0.544,0
3724,652907,76,edison,2020-11-04T16:40:21Z,maine,860000,0.425,0.544,0
3725,653668,76,edison,2020-11-04T16:40:31Z,maine,860000,0.425,0.544,0
3726,655735,76,edison,2020-11-04T16:40:59Z,maine,860000,0.425,0.544,0
3727,656776,76,edison,2020-11-04T16:41:31Z,maine,860000,0.425,0.543,0
3728,657529,76,edison,2020-11-04T16:54:10Z,maine,860000,0.426,0.543,0
3729,658349,77,edison,2020-11-04T16:56:13Z,maine,860000,0.426,0.543,0
3730,658522,77,edison,2020-11-04T16:56:45Z,maine,860000,0.426,0.543,0
3731,659092,77,edison,2020-11-04T16:57:21Z,maine,860000,0.426,0.543,0
3732,660100,77,edison,2020-11-04T17:00:21Z,maine,860000,0.426,0.543,0
3733,660876,77,edison,2020-11-04T17:03:00Z,maine,860000,0.426,0.543,0
3734,661384,77,edison,2020-11-04T17:05:38Z,maine,860000,0.426,0.542,0
3735,662857,77,edison,2020-11-04T17:10:03Z,maine,860000,0.427,0.542,0
3736,663422,77,edison,2020-11-04T17:33:03Z,maine,860000,0.427,0.542,0
3737,665299,77,edison,2020-11-04T17:34:18Z,maine,860000,0.427,0.541,0
3738,665985,77,edison,2020-11-04T18:46:36Z,maine,860000,0.427,0.541,0
3739,667471,78,edison,2020-11-04T19:02:58Z,maine,860000,0.428,0.541,0
3740,667768,78,edison,2020-11-04T19:03:40Z,maine,860000,0.428,0.541,0
3741,668333,78,edison,2020-11-04T19:03:53Z,maine,860000,0.428,0.541,0
3742,669059,78,edison,2020-11-04T19:04:06Z,maine,860000,0.428,0.541,0
3743,669257,78,edison,2020-11-04T19:04:45Z,maine,860000,0.428,0.541,0
3744,670087,78,edison,2020-11-04T19:04:54Z,maine,860000,0.428,0.541,0
3745,678062,79,edison,2020-11-04T19:05:42Z,maine,860000,0.428,0.541,0
3746,684474,80,edison,2020-11-04T19:07:58Z,maine,860000,0.427,0.542,0
3747,685745,80,edison,2020-11-04T19:14:34Z,maine,860000,0.427,0.542,0
3748,686989,80,edison,2020-11-04T19:17:38Z,maine,860000,0.427,0.542,0
3749,691218,80,edison,2020-11-04T19:23:56Z,maine,860000,0.428,0.541,0
3750,693713,81,edison,2020-11-04T19:27:59Z,maine,860000,0.429,0.54,0
3751,697069,81,edison,2020-11-04T19:30:16Z,maine,860000,0.428,0.541,0
3752,698677,81,edison,2020-11-04T19:31:14Z,maine,860000,0.428,0.541,0
3753,700720,81,edison,2020-11-04T19:32:21Z,maine,860000,0.429,0.54,0
3754,700751,81,edison,2020-11-04T19:37:54Z,maine,860000,0.429,0.54,0
3755,701962,82,edison,2020-11-04T19:39:30Z,maine,860000,0.429,0.54,0
3756,704857,82,edison,2020-11-04T19:44:17Z,maine,860000,0.429,0.54,0
3757,705165,82,edison,2020-11-04T19:44:47Z,maine,860000,0.429,0.54,0
3758,707743,82,edison,2020-11-04T19:45:24Z,maine,860000,0.43,0.539,0
3759,708460,82,edison,2020-11-04T19:49:25Z,maine,860000,0.43,0.539,0
3760,710726,83,edison,2020-11-04T19:55:54Z,maine,860000,0.43,0.539,0
3761,715163,83,edison,2020-11-04T19:58:11Z,maine,860000,0.431,0.538,0
3762,715962,83,edison,2020-11-04T20:02:41Z,maine,860000,0.431,0.538,0
3763,717121,83,edison,2020-11-04T20:03:21Z,maine,860000,0.431,0.538,0
3764,717701,83,edison,2020-11-04T20:06:10Z,maine,860000,0.431,0.538,0
3765,719638,84,edison,2020-11-04T20:06:52Z,maine,860000,0.431,0.538,0
3766,721062,84,edison,2020-11-04T20:07:55Z,maine,860000,0.431,0.538,0
3767,723434,84,edison,2020-11-04T20:18:21Z,maine,860000,0.43,0.539,0
3768,724790,84,edison,2020-11-04T20:21:37Z,maine,860000,0.431,0.539,0
3769,726785,85,edison,2020-11-04T20:23:26Z,maine,860000,0.431,0.539,0
3770,727843,85,edison,2020-11-04T20:27:00Z,maine,860000,0.43,0.539,0
3771,730178,85,edison,2020-11-04T20:27:24Z,maine,860000,0.431,0.538,0
3772,732155,85,edison,2020-11-04T20:32:25Z,maine,860000,0.431,0.539,0
3773,734537,85,edison,2020-11-04T20:40:17Z,maine,860000,0.431,0.538,0
3774,735575,86,edison,2020-11-04T20:43:38Z,maine,860000,0.431,0.538,0
3775,737651,86,edison,2020-11-04T20:47:03Z,maine,860000,0.432,0.538,0
3776,738068,86,edison,2020-11-04T20:47:20Z,maine,860000,0.432,0.538,0
3777,739879,86,edison,2020-11-04T20:47:28Z,maine,860000,0.432,0.538,0
3778,741661,86,edison,2020-11-04T20:55:28Z,maine,860000,0.432,0.537,0
3779,744191,87,edison,2020-11-04T21:56:32Z,maine,860000,0.432,0.538,0
3780,744362,87,edison,2020-11-04T22:01:54Z,maine,860000,0.432,0.538,0
3781,746588,87,edison,2020-11-05T14:17:10Z,maine,860000,0.432,0.537,0
3782,748741,87,edison,2020-11-05T14:50:14Z,maine,860000,0.432,0.537,0
3783,752478,87,edison,2020-11-05T20:26:25Z,maine,860000,0.432,0.537,0
3784,753393,88,edison,2020-11-05T20:45:33Z,maine,860000,0.433,0.537,0
3785,754390,88,edison,2020-11-05T20:45:49Z,maine,860000,0.433,0.537,0
3786,759030,88,edison,2020-11-05T21:09:10Z,maine,860000,0.432,0.538,0
3787,759969,88,edison,2020-11-05T21:10:25Z,maine,860000,0.432,0.538,0
3788,760887,88,edison,2020-11-05T21:21:46Z,maine,860000,0.432,0.538,0
3789,762268,89,edison,2020-11-05T21:27:11Z,maine,860000,0.432,0.537,0
3790,763936,89,edison,2020-11-05T21:34:35Z,maine,860000,0.432,0.537,0
3791,764965,89,edison,2020-11-05T21:51:20Z,maine,860000,0.432,0.537,0
3792,766288,89,edison,2020-11-05T21:56:03Z,maine,860000,0.432,0.538,0
3793,767180,89,edison,2020-11-05T23:44:09Z,maine,860000,0.432,0.537,0
3794,768124,89,edison,2020-11-05T23:44:43Z,maine,860000,0.432,0.537,0
3795,769033,89,edison,2020-11-05T23:45:06Z,maine,860000,0.432,0.537,0
3796,769876,90,edison,2020-11-05T23:48:14Z,maine,860000,0.432,0.537,0
3797,770155,90,edison,2020-11-06T01:44:47Z,maine,860000,0.432,0.537,0
3798,770346,90,edison,2020-11-06T02:26:50Z,maine,860000,0.432,0.537,0
3799,770576,90,edison,2020-11-06T08:36:19Z,maine,860000,0.432,0.537,0
3800,771307,90,edison,2020-11-06T13:44:43Z,maine,860000,0.432,0.537,0
3801,771930,90,edison,2020-11-06T14:38:14Z,maine,860000,0.433,0.537,0
3802,772136,90,edison,2020-11-06T14:42:28Z,maine,860000,0.433,0.537,0
3803,772963,90,edison,2020-11-06T14:46:17Z,maine,860000,0.433,0.537,0
3804,773951,90,edison,2020-11-06T15:01:14Z,maine,860000,0.433,0.537,0
3805,776247,90,edison,2020-11-06T15:49:13Z,maine,860000,0.433,0.536,0
3806,776377,90,edison,2020-11-06T16:32:27Z,maine,860000,0.433,0.536,0
3807,776928,90,edison,2020-11-06T18:35:13Z,maine,860000,0.433,0.536,0
3808,777460,90,edison,2020-11-06T18:47:33Z,maine,860000,0.433,0.536,0
3809,778348,91,edison,2020-11-06T18:48:06Z,maine,860000,0.433,0.536,0
3810,778959,91,edison,2020-11-06T18:48:22Z,maine,860000,0.434,0.536,0
3811,779059,91,edison,2020-11-06T19:19:43Z,maine,860000,0.434,0.536,0
3812,779703,91,edison,2020-11-06T19:23:13Z,maine,860000,0.434,0.536,0
3813,780194,91,edison,2020-11-06T20:21:21Z,maine,860000,0.434,0.536,0
3814,780925,91,edison,2020-11-06T22:48:08Z,maine,860000,0.434,0.535,0
3815,781191,91,edison,2020-11-06T23:25:57Z,maine,860000,0.434,0.535,0
3816,781596,91,edison,2020-11-06T23:47:58Z,maine,860000,0.434,0.535,0
3817,782134,91,edison,2020-11-07T00:33:35Z,maine,860000,0.434,0.535,0
3818,782899,91,edison,2020-11-07T01:01:33Z,maine,860000,0.434,0.535,0
3819,783760,91,edison,2020-11-07T02:07:04Z,maine,860000,0.434,0.535,0
3820,783761,91,edison,2020-11-07T02:07:19Z,maine,860000,0.434,0.535,0
3821,783776,91,edison,2020-11-07T02:07:34Z,maine,860000,0.434,0.535,0
3822,784112,91,edison,2020-11-09T14:08:01Z,maine,860000,0.434,0.535,0
3823,0,0,edison,2020-11-04T10:00:04Z,michigan,5550000,0.0,0.0,0
3824,36561,1,edison,2020-11-04T01:09:14Z,michigan,5550000,0.263,0.724,0
3825,38469,1,edison,2020-11-04T01:13:29Z,michigan,5550000,0.281,0.707,0
3826,54591,1,edison,2020-11-04T01:13:52Z,michigan,5550000,0.397,0.589,0
3827,65840,1,edison,2020-11-04T01:20:24Z,michigan,5550000,0.435,0.549,0
3828,134852,2,edison,2020-11-04T01:20:50Z,michigan,5550000,0.552,0.431,0
3829,136064,2,edison,2020-11-04T01:22:30Z,michigan,5550000,0.554,0.429,0
3830,189834,3,edison,2020-11-04T01:25:54Z,michigan,5550000,0.584,0.398,0
3831,198052,3,edison,2020-11-04T01:26:24Z,michigan,5550000,0.583,0.399,0
3832,216387,4,edison,2020-11-04T01:28:36Z,michigan,5550000,0.568,0.413,0
3833,232274,4,edison,2020-11-04T01:28:51Z,michigan,5550000,0.575,0.407,0
3834,232460,4,edison,2020-11-04T01:32:32Z,michigan,5550000,0.575,0.406,0
3835,254286,4,edison,2020-11-04T01:32:51Z,michigan,5550000,0.579,0.402,0
3836,257353,5,edison,2020-11-04T01:37:59Z,michigan,5550000,0.58,0.401,0
3837,284659,5,edison,2020-11-04T01:39:31Z,michigan,5550000,0.576,0.406,0
3838,285117,5,edison,2020-11-04T01:39:54Z,michigan,5550000,0.576,0.405,0
3839,285164,5,edison,2020-11-04T01:40:08Z,michigan,5550000,0.576,0.405,0
3840,285529,5,edison,2020-11-04T01:41:08Z,michigan,5550000,0.576,0.405,0
3841,289631,5,edison,2020-11-04T01:43:02Z,michigan,5550000,0.577,0.404,0
3842,392781,7,edison,2020-11-04T01:43:16Z,michigan,5550000,0.577,0.402,0
3843,404321,7,edison,2020-11-04T01:43:27Z,michigan,5550000,0.579,0.399,0
3844,433755,8,edison,2020-11-04T01:43:55Z,michigan,5550000,0.579,0.4,0
3845,435199,8,edison,2020-11-04T01:46:03Z,michigan,5550000,0.579,0.4,0
3846,439375,8,edison,2020-11-04T01:46:50Z,michigan,5550000,0.579,0.4,0
3847,477151,8,edison,2020-11-04T01:48:02Z,michigan,5550000,0.591,0.388,0
3848,498880,9,edison,2020-11-04T01:50:30Z,michigan,5550000,0.597,0.382,0
3849,550389,10,edison,2020-11-04T01:51:17Z,michigan,5550000,0.582,0.397,0
3850,573857,10,edison,2020-11-04T01:51:26Z,michigan,5550000,0.578,0.401,0
3851,574417,10,edison,2020-11-04T01:51:52Z,michigan,5550000,0.568,0.406,0
3852,641548,11,edison,2020-11-04T01:53:23Z,michigan,5550000,0.571,0.404,0
3853,663038,12,edison,2020-11-04T01:55:13Z,michigan,5550000,0.57,0.404,0
3854,663321,12,edison,2020-11-04T01:56:48Z,michigan,5550000,0.57,0.404,0
3855,671666,12,edison,2020-11-04T01:57:38Z,michigan,5550000,0.569,0.405,0
3856,702274,12,edison,2020-11-04T01:58:41Z,michigan,5550000,0.57,0.404,0
3857,702415,12,edison,2020-11-04T01:59:28Z,michigan,5550000,0.57,0.404,0
3858,876300,15,edison,2020-11-04T02:01:11Z,michigan,5550000,0.593,0.384,0
3859,888904,16,edison,2020-11-04T02:02:49Z,michigan,5550000,0.594,0.382,0
3860,901077,16,edison,2020-11-04T02:04:55Z,michigan,5550000,0.594,0.383,0
3861,906056,16,edison,2020-11-04T02:05:31Z,michigan,5550000,0.594,0.383,0
3862,909244,16,edison,2020-11-04T02:07:30Z,michigan,5550000,0.594,0.383,0
3863,909862,16,edison,2020-11-04T02:07:41Z,michigan,5550000,0.593,0.383,0
3864,931766,16,edison,2020-11-04T02:08:04Z,michigan,5550000,0.593,0.384,0
3865,934486,16,edison,2020-11-04T02:08:47Z,michigan,5550000,0.593,0.384,0
3866,936292,17,edison,2020-11-04T02:10:05Z,michigan,5550000,0.593,0.384,0
3867,954476,17,edison,2020-11-04T02:10:51Z,michigan,5550000,0.593,0.384,0
3868,957726,17,edison,2020-11-04T02:11:05Z,michigan,5550000,0.593,0.384,0
3869,958809,17,edison,2020-11-04T02:11:23Z,michigan,5550000,0.593,0.384,0
3870,959682,17,edison,2020-11-04T02:13:39Z,michigan,5550000,0.593,0.383,0
3871,959712,17,edison,2020-11-04T02:14:19Z,michigan,5550000,0.593,0.383,0
3872,968520,17,edison,2020-11-04T02:15:54Z,michigan,5550000,0.593,0.384,0
3873,970119,17,edison,2020-11-04T02:16:23Z,michigan,5550000,0.593,0.384,0
3874,980979,17,edison,2020-11-04T02:19:12Z,michigan,5550000,0.594,0.383,0
3875,985138,17,edison,2020-11-04T02:20:21Z,michigan,5550000,0.594,0.383,0
3876,1002101,18,edison,2020-11-04T02:22:03Z,michigan,5550000,0.594,0.383,0
3877,1002799,18,edison,2020-11-04T02:22:31Z,michigan,5550000,0.594,0.383,0
3878,1015997,18,edison,2020-11-04T02:23:05Z,michigan,5550000,0.59,0.387,0
3879,1020643,18,edison,2020-11-04T02:24:22Z,michigan,5550000,0.591,0.386,0
3880,1023359,18,edison,2020-11-04T02:24:33Z,michigan,5550000,0.591,0.386,0
3881,1032323,18,edison,2020-11-04T02:25:07Z,michigan,5550000,0.592,0.385,0
3882,1033098,18,edison,2020-11-04T02:25:16Z,michigan,5550000,0.592,0.385,0
3883,1033099,18,edison,2020-11-04T02:25:49Z,michigan,5550000,0.592,0.385,0
3884,1033280,18,edison,2020-11-04T02:28:25Z,michigan,5550000,0.592,0.385,0
3885,1033523,18,edison,2020-11-04T02:29:23Z,michigan,5550000,0.592,0.385,0
3886,1046403,18,edison,2020-11-04T02:30:54Z,michigan,5550000,0.59,0.387,0
3887,1058214,19,edison,2020-11-04T02:31:58Z,michigan,5550000,0.587,0.39,0
3888,1060349,19,edison,2020-11-04T02:32:16Z,michigan,5550000,0.587,0.39,0
3889,1061077,19,edison,2020-11-04T02:34:27Z,michigan,5550000,0.587,0.39,0
3890,1095835,19,edison,2020-11-04T02:35:39Z,michigan,5550000,0.586,0.391,0
3891,1098388,19,edison,2020-11-04T02:37:14Z,michigan,5550000,0.587,0.391,0
3892,1099049,19,edison,2020-11-04T02:37:34Z,michigan,5550000,0.587,0.391,0
3893,1100522,19,edison,2020-11-04T02:38:51Z,michigan,5550000,0.587,0.39,0
3894,1109685,20,edison,2020-11-04T02:39:39Z,michigan,5550000,0.588,0.39,0
3895,1110223,20,edison,2020-11-04T02:39:43Z,michigan,5550000,0.588,0.39,0
3896,1110414,20,edison,2020-11-04T02:40:48Z,michigan,5550000,0.588,0.39,0
3897,1114156,20,edison,2020-11-04T02:42:29Z,michigan,5550000,0.587,0.39,0
3898,1118593,20,edison,2020-11-04T02:43:47Z,michigan,5550000,0.587,0.39,0
3899,1119593,20,edison,2020-11-04T02:46:01Z,michigan,5550000,0.587,0.39,0
3900,1123572,20,edison,2020-11-04T02:47:30Z,michigan,5550000,0.587,0.39,0
3901,1126627,20,edison,2020-11-04T02:47:37Z,michigan,5550000,0.588,0.39,0
3902,1127132,20,edison,2020-11-04T02:49:58Z,michigan,5550000,0.588,0.39,0
3903,1132011,20,edison,2020-11-04T02:50:24Z,michigan,5550000,0.588,0.389,0
3904,1134704,20,edison,2020-11-04T02:51:39Z,michigan,5550000,0.588,0.389,0
3905,1136926,20,edison,2020-11-04T02:51:51Z,michigan,5550000,0.588,0.389,0
3906,1255863,22,edison,2020-11-04T02:53:09Z,michigan,5550000,0.577,0.404,0
3907,1262790,22,edison,2020-11-04T02:53:30Z,michigan,5550000,0.577,0.404,0
3908,1270326,22,edison,2020-11-04T02:53:48Z,michigan,5550000,0.577,0.404,0
3909,1281581,23,edison,2020-11-04T02:54:31Z,michigan,5550000,0.578,0.403,0
3910,1283379,23,edison,2020-11-04T02:54:49Z,michigan,5550000,0.578,0.403,0
3911,1283875,23,edison,2020-11-04T02:55:48Z,michigan,5550000,0.578,0.403,0
3912,1288944,23,edison,2020-11-04T02:57:01Z,michigan,5550000,0.578,0.402,0
3913,1293253,23,edison,2020-11-04T02:57:18Z,michigan,5550000,0.578,0.402,0
3914,1295198,23,edison,2020-11-04T02:58:08Z,michigan,5550000,0.578,0.402,0
3915,1298117,23,edison,2020-11-04T03:00:24Z,michigan,5550000,0.578,0.402,0
3916,1315455,23,edison,2020-11-04T03:01:32Z,michigan,5550000,0.58,0.401,0
3917,1328021,23,edison,2020-11-04T03:03:52Z,michigan,5550000,0.579,0.401,0
3918,1565405,28,edison,2020-11-04T03:04:06Z,michigan,5550000,0.555,0.426,0
3919,1571959,28,edison,2020-11-04T03:05:34Z,michigan,5550000,0.554,0.427,0
3920,1572163,28,edison,2020-11-04T03:08:17Z,michigan,5550000,0.554,0.427,0
3921,1575867,28,edison,2020-11-04T03:09:26Z,michigan,5550000,0.555,0.426,0
3922,1577983,28,edison,2020-11-04T03:10:29Z,michigan,5550000,0.555,0.426,0
3923,1583336,28,edison,2020-11-04T03:11:08Z,michigan,5550000,0.555,0.426,0
3924,1585415,28,edison,2020-11-04T03:11:37Z,michigan,5550000,0.555,0.426,0
3925,1618052,29,edison,2020-11-04T03:13:52Z,michigan,5550000,0.548,0.433,0
3926,1627212,29,edison,2020-11-04T03:14:34Z,michigan,5550000,0.549,0.433,0
3927,1627520,29,edison,2020-11-04T03:16:05Z,michigan,5550000,0.549,0.432,0
3928,1710559,30,edison,2020-11-04T03:16:42Z,michigan,5550000,0.548,0.433,0
3929,1711403,30,edison,2020-11-04T03:18:00Z,michigan,5550000,0.548,0.433,0
3930,1722798,30,edison,2020-11-04T03:18:31Z,michigan,5550000,0.549,0.433,0
3931,1724175,30,edison,2020-11-04T03:20:47Z,michigan,5550000,0.549,0.432,0
