r0,r1,r2,r3,r4,r5,E
1.6280224639,1.4062954620,1.7716180717,0.9742726529,1.1631470976,1.1976463121,0.0626373300
1.2740691697,1.6137043257,1.5660801967,1.0337919794,0.8144120593,0.9116655582,0.0626449600
1.4653771507,1.9163887420,1.2640147159,1.1372929357,0.9925595460,0.9592623400,0.0626449600
1.5897717141,1.9022482992,1.2618123338,1.1463136145,0.9003439616,1.1113857846,0.0626449600
1.6129364749,1.7415670629,1.6912934987,1.1309220308,1.0412915391,1.2679450448,0.0626525900
1.7395500665,1.9285192426,1.9840098798,0.9138223592,1.0656811279,1.2984295727,0.0626525900
1.8716583779,1.2455263934,1.5507520003,1.0505979721,1.1888836625,0.9796732241,0.0626525900
1.2386706245,1.8033626414,1.3525023929,0.9869639789,1.0345664047,1.0541117038,0.0626525900
1.6230997667,1.8048850774,1.6731678718,1.1341101980,1.2288480707,0.9197573968,0.0626602200
1.2851715228,1.5510657089,1.7336085624,0.9691002230,1.0443200958,1.2309704662,0.0626602200
1.6148187630,2.1027461041,1.5140526719,1.1080268584,0.8375096297,1.0990091906,0.0626678500
1.9278400660,1.6055223537,1.2507579099,0.9740782123,0.9846437024,1.0291169015,0.0626678500
2.0514348656,1.4923544467,1.6644637087,1.1541063468,1.2206962092,0.9123536534,0.0626678500
1.7658975207,1.8214560285,1.7299157196,1.1706624578,1.2574793935,0.9904735181,0.0626678500
1.3532262548,1.7934201241,1.8242656361,0.8946946312,1.0415532470,1.2763560935,0.0626754800
1.5256155270,1.4482386509,1.2195462589,1.0177653630,0.9038812327,1.1224795422,0.0626754800
1.9588118009,2.0894094809,1.6212302425,1.1848121444,1.0755118856,1.1576750102,0.0626831100
1.6533784528,1.7353943442,1.1640822818,0.9456322378,0.8985746734,1.0972327189,0.0626831100
1.4024915594,2.0237139394,1.4635562433,1.1535640101,1.0150498632,1.0344830481,0.0626831100
1.5424543370,1.8290220602,1.5527661573,1.2239439048,0.9738233878,1.1724037126,0.0626907400
1.6676250253,1.8228590186,1.1441275756,1.0856297257,0.8625859105,1.0068334751,0.0626907400
1.3438770712,1.5217552757,1.4710498789,0.8723570565,0.8243668566,0.8501130025,0.0626983700
1.3468365737,1.2640778146,1.7342534724,1.0772520622,1.0264499985,0.9431984584,0.0627060000
1.3047154749,1.9442322775,1.5658303168,0.9824315059,1.0572673265,1.1525537104,0.0627060000
1.8649913088,2.0883441721,1.7936887185,1.3137289526,0.9837029859,1.0750338575,0.0627060000
2.0179677102,1.9682832061,1.7001452617,1.3457278959,0.9919426275,0.9562596044,0.0627136300
1.9093919615,1.9886100028,1.9333039128,1.2520682102,1.0637625086,1.1292869092,0.0627136300
1.7595319716,1.6374463724,2.1030988479,1.0563554543,1.2601389597,0.9548660531,0.0627136300
1.4023289942,1.6366221220,1.4399946810,0.8605819180,0.9923386939,0.8387704494,0.0627136300
2.1037398205,1.7189556477,1.9098981695,1.1891040924,1.1214320426,1.1108847563,0.0627136300
1.4125662855,1.8162739166,1.6620748324,1.1583095542,1.0547309499,0.8681618341,0.0627212600
2.2095005055,1.6953935748,1.7564940580,1.1526533428,1.1514531781,1.0473588407,0.0627288800
2.0221446837,1.8598009391,1.6593147873,1.1871655071,0.9881498973,1.1827254132,0.0627365100
1.3812934454,1.7414454755,1.9346661563,0.9060898733,0.8545305911,1.1875071544,0.0627365100
1.9124575862,1.7865738275,1.3636528570,0.9888802705,1.1312157005,0.8757849438,0.0627365100
1.5669322254,1.8351558438,1.8309594748,1.2803608469,1.0199140288,0.9797663830,0.0627365100
1.7928561617,2.1911969878,1.6076170297,1.2801189485,0.9544192291,1.0168853286,0.0627441400
1.4117064513,1.5088460689,1.5729877774,0.8388828778,1.0497774324,1.1740083999,0.0627594000
1.9386030194,1.5756604721,1.7082764404,1.2973313819,0.9552775885,1.0450895434,0.0627594000
1.4590826134,1.4066315379,1.7343115209,1.0852401901,1.1378470644,1.1157834414,0.0627594000
1.8472304373,1.4509047863,1.5879404864,0.9971574973,1.3260881031,0.9594153459,0.0627670300
2.1681288590,1.7994679160,1.5156113294,1.2060385851,1.1052832381,1.0253560388,0.0627670300
1.6063745708,1.4964055501,1.9558129912,1.0959840456,1.2261739251,0.9438291739,0.0627746600
1.3702491533,1.2512946599,1.7461413767,1.0754779538,1.0466094503,0.9495070787,0.0627822900
1.8124696390,1.3780920332,2.1333623422,1.0038586905,1.1083391251,1.0639529832,0.0627899200
1.3872582540,1.2492176091,1.6441760650,0.8195259733,1.0009629582,1.0629064937,0.0627899200
1.9894447294,1.5856607405,1.9878224604,1.1744220698,1.0228368911,1.0999527757,0.0627975500
1.6885856591,1.3333045527,1.8397261599,1.0932622383,0.9242245911,0.9343353474,0.0627975500
1.5364386732,1.4954936453,1.2687504996,0.9930112204,0.8025007834,1.0143603346,0.0628128100
1.9932389676,1.5450804642,1.8023494622,1.2370903949,0.9698567035,0.9375011087,0.0628128100
1.7368055412,1.7860359229,1.7365906297,1.1637141813,1.2506769257,0.9334573591,0.0628128100
2.1553798235,1.7939796321,1.7471221930,1.2164202046,1.1870898574,0.9387343470,0.0628128100
1.9184417950,1.6709631929,1.9020569817,1.2619181572,0.9948911884,0.9901931564,0.0628128100
1.4188819265,1.4687027890,1.7541243168,1.0558538259,0.8594981590,0.9245642030,0.0628204400
1.9689857566,1.5147893996,1.7641072227,1.2204174630,0.9623143748,0.9042979600,0.0628280700
1.7952823551,2.1895429962,1.6113596421,1.2818403606,0.9624468102,1.0113915604,0.0628357000
1.6133934729,1.3273634634,1.6891506724,0.9638438616,1.1766853560,1.1446522590,0.0628357000
1.7247243757,2.0990001202,1.9239429952,1.0105919504,0.9903140374,1.3334534986,0.0628433300
1.8305947835,1.3073434928,1.7283630267,1.1853620853,0.9875805330,1.0843233604,0.0628433300
1.1343318412,1.7510794158,1.7243913854,0.8869660456,1.0296419716,1.0795910107,0.0628433300
2.0876703809,1.8263135868,1.3733058067,1.2732805222,1.0158336958,0.9371424389,0.0628433300
1.5883679701,1.6453247578,1.6707332322,0.8880764455,1.2385482797,1.1211571146,0.0628433300
1.6083983087,1.6545996371,1.4287843069,1.1603473762,0.9773337966,0.8047570979,0.0628509600
1.3604092176,1.4898117836,1.7343847260,0.9540315872,1.0855902723,1.2232410213,0.0628509600
1.5540673197,1.7789158806,1.2691398463,1.1902757248,1.0660337944,0.9686994490,0.0628509600
1.5429689391,1.6089554690,1.8813393750,1.0251666856,1.2813126491,1.0907981925,0.0628585800
1.7525093456,1.5556307150,1.7246401982,1.2320405572,1.1788195905,0.9660292433,0.0628585800
1.4610260965,1.2661413472,1.6443416876,0.8242376489,0.8859589846,1.0542428621,0.0628585800
1.8443786416,1.8924549560,1.7659268397,1.3575437304,1.0058458714,0.9942340965,0.0628585800
1.8378189226,1.4527213304,1.5740357586,0.9989036715,1.3228903824,0.9634481378,0.0628662100
1.9139486117,1.3809509767,1.2948009686,0.9777053994,0.9593839500,0.9012751083,0.0628662100
1.4691101536,1.9357905481,1.3159993079,0.9312010977,0.9814386905,1.1401519945,0.0628662100
1.4645961774,1.6501587648,1.8632059867,0.9677669698,1.1865595225,1.2080274109,0.0628662100
1.2739275817,1.7977619112,1.8705974089,0.9111914364,0.8530010608,1.1523328566,0.0628738400
1.6335597167,1.8614483352,1.2662402489,1.1825697763,1.0693477673,0.9551246211,0.0628738400
1.5836551113,1.3812965204,1.5547526487,0.7833768040,0.9302344079,0.9238754394,0.0628738400
1.7986365395,2.0547911945,1.3316564570,1.0503285099,1.0449949303,1.1044052853,0.0628738400
1.4496740056,1.4509080727,1.6384024340,0.8958104704,1.0834944866,1.2160175920,0.0628814700
1.9255364767,1.5743535501,1.7033400367,1.3010256594,0.9591844369,1.0485709262,0.0628814700
2.0501452837,1.3680098960,1.5346738761,1.0310005811,1.1938651970,0.9767981341,0.0628814700
1.6838272835,1.7376700591,1.9799202836,0.9562225033,1.0302925328,1.3566615063,0.0628891000
1.7347136880,1.4579473241,1.2711086462,0.9999792796,0.9162456880,1.1123414018,0.0628967300
1.3470499214,1.4741694220,1.4448839962,0.9944545330,1.0248351854,0.7999877765,0.0628967300
1.4140152710,1.7000489687,1.2101734146,0.9222552980,1.0187732573,1.1263888410,0.0628967300
1.8225369599,2.1696107127,1.8721939558,1.1925764268,1.0677543857,1.1410856673,0.0628967300
1.8711342025,1.8637194159,1.9687270368,0.9979860984,1.3154816006,1.0475506325,0.0629043600
1.9504808930,1.9728906663,1.7722877058,0.9995551151,1.2143333653,1.1368812984,0.0629119900
1.6894019875,1.6949830780,1.1271814592,0.9150910398,1.0609378195,1.0034109085,0.0629119900
1.5611761518,1.4522673345,1.7745332503,1.0743316137,0.9410361522,1.2543985428,0.0629196200
1.5143846739,1.4298908912,1.7126134010,1.0081777496,1.2901529194,0.9460343055,0.0629272500
1.7868498762,1.3952464254,1.5150388468,0.9952184400,1.2890189740,0.9776882892,0.0629272500
1.6292060989,2.0101337543,1.7981242185,1.1659282698,1.1436810289,0.9541545150,0.0629272500
1.5395053060,1.8509835055,1.4400300048,1.1028539271,0.9611855742,0.8249857071,0.0629272500
1.3509069199,1.6777515653,2.0089523563,0.8424785036,0.9485570618,1.1588189764,0.0629501400
1.6637247865,1.5739353288,1.7735310914,0.9493273414,1.0527673131,1.3160435920,0.0629501400
1.7657062202,1.3472614703,1.6494355378,1.1707423650,0.9583214040,1.1326945913,0.0629577700
1.7892192141,1.8686403523,1.6983183539,0.8804381070,1.1813990374,1.1039849084,0.0629577700
1.8095907429,1.9708223711,1.8917075521,1.2920036400,1.0198589431,1.0013589671,0.0629654000
1.3402698233,1.9249974267,1.2811176230,1.0088741570,0.9097215384,1.0542403302,0.0629654000
1.5340009320,1.3584701993,1.8391524164,1.0421422013,0.8850694244,0.9617810043,0.0629654000
1.3768515163,1.5641103795,1.6456312955,0.9845793027,1.1323057000,0.8272596376,0.0629654000
1.6019191494,1.8171182393,1.8320505552,0.8327181287,1.0069721571,1.2323207013,0.0629730300
1.3584050791,1.2565335486,1.7398904826,1.0767512669,1.0369358453,0.9454569782,0.0629730300
1.7242163797,1.4135132794,1.2945030732,0.8398088572,0.9849761609,0.8738925508,0.0629730300
1.4544718596,1.4101271909,1.7401743430,1.0929619796,1.1372820969,1.1088721375,0.0629730300
2.0300655567,1.5778813738,1.7259364479,1.0628976261,0.9917035846,1.1552288212,0.0629806500
1.6718120958,1.5609770765,1.9295793853,1.0309736379,1.3080240520,1.0778246410,0.0629882800
2.0177901568,1.6670801617,1.8469668129,1.1726023037,1.0347902098,1.1809755827,0.0629882800
1.5566862500,1.4011668383,1.5714114638,1.0371624311,1.0816208034,1.2030907331,0.0629959100
1.1660919133,1.5063030022,1.5861903109,1.0921538553,0.9267025020,1.0698406233,0.0629959100
2.0984124131,1.9350506706,1.7010953412,1.2005406520,1.0072751054,1.1391470285,0.0629959100
1.6336468623,2.1279778247,1.4039857896,1.1760011485,0.9795540675,1.0789607422,0.0629959100
1.2118447783,1.5703245640,1.4729391111,1.0190783244,1.0398779947,0.8442170511,0.0629959100
1.8837181389,1.3124238907,1.7091777819,0.9214094528,1.0355373316,1.1173754998,0.0630035400
1.5852179995,1.8138984892,1.3011780379,0.9450682995,0.8152534700,1.0590450705,0.0630035400
1.6396862753,1.2823174197,2.0163100016,1.0278019008,1.0705337948,1.1077992441,0.0630035400
1.5313680888,1.6459831706,2.1637445225,0.9641399367,1.0652921227,1.2502289680,0.0630111700
1.7376763144,1.5595080561,1.4628031073,1.3137818324,0.9631533064,0.9102579909,0.0630111700
1.5517423305,1.5552126866,1.8624168881,0.7830801573,1.0322450747,1.0641480168,0.0630188000
1.9039957921,1.8125313399,1.7969537273,1.2565045548,0.9960640016,1.1783847917,0.0630188000
1.3570755035,1.5698858360,1.6339183778,1.1736228396,0.9975302490,0.8686643588,0.0630188000
1.9504413171,2.0672900988,1.7505362183,1.0672197344,1.1689059932,1.1409971750,0.0630264300
2.1147897539,1.6138094650,1.7580555058,1.0768759589,1.2891929928,0.8995444664,0.0630340600
1.5499973852,2.0690186567,1.9117240469,1.1667817011,0.9905398245,1.2288717367,0.0630340600
1.5499401962,1.7430230758,2.0070195748,0.9592227012,0.9335961815,1.3461735728,0.0630340600
1.2140561189,1.2896052451,1.6291130461,0.8240894271,0.9692321068,0.9388044114,0.0630416900
2.1283877404,1.8020640334,1.8919053054,1.0997641898,1.2773085569,1.0431548516,0.0630416900
1.9826586159,1.8347116496,1.9642169859,1.0267920238,1.3231448189,1.0124620584,0.0630493200
1.7316520082,1.9898862364,1.5641624628,1.3023163237,1.0799880414,0.9630294896,0.0630493200
1.3082053905,2.0852623738,1.7472022321,1.0685560745,0.9939822575,1.1546988189,0.0630569500
1.8507112104,1.3889296190,1.7167403468,1.2099593555,0.9757613007,1.1037000763,0.0630569500
2.1321698075,1.6182520752,1.4356145397,1.0801980039,1.1018436180,0.8689889427,0.0630569500
1.8200355309,1.9238600839,1.6209795371,1.3456069199,1.0594717497,1.0318275163,0.0630569500
1.4596791308,2.0424118582,1.4256196818,1.1687497477,0.9117450560,1.1027530332,0.0630569500
2.0165561384,1.3120075002,1.7019632864,1.1856527851,1.0710010790,0.9620605276,0.0630569500
1.5608972345,1.6223525759,2.1060624449,1.0722925063,1.0075981200,1.1899930745,0.0630569500
1.9660122853,1.5196950251,1.8045438262,0.9788147550,1.0719915833,1.1994967285,0.0630645800
1.3411244957,2.1132765590,1.7384754361,0.9829429649,0.9331790425,1.1678371664,0.0630645800
1.6500518580,1.3363403981,1.7974758929,1.1157609030,1.0836052565,0.8700193061,0.0630645800
1.2309988153,1.6803105905,1.8721249090,1.0994689591,1.0633658877,0.9754935413,0.0630722100
1.7716651390,1.7999315082,1.4152659269,1.2378941467,0.9794883655,1.1437016406,0.0630798400
1.8535864696,1.6965003280,2.0582995922,1.1040586081,1.0116532392,1.2410602727,0.0630798400
1.6247675454,1.5385051814,1.8961584215,1.0257254199,1.3055172882,1.0664324126,0.0630874700
1.1912655435,1.4133695127,1.3062255454,0.9143124476,1.0555152097,0.9828982337,0.0630951000
1.7540847219,1.6041889866,1.3199909221,1.0140296226,1.2457576508,0.9719679310,0.0630951000
1.4627691186,1.4637591011,1.7364495991,1.1700640112,1.1113433292,1.0592356172,0.0630951000
1.2633163609,1.3807512318,1.7836760452,0.8300829541,0.9241895533,0.9452438228,0.0631027300
1.2513247771,1.5814836444,1.7306262179,0.9793833135,1.0229581567,1.2311352414,0.0631027300
1.8913897987,1.3706031941,1.2507764375,1.1146113636,1.0040578380,0.9219949905,0.0631027300
1.7739950070,1.7650259792,1.0984993561,1.0951141777,1.0224334026,1.0114541533,0.0631027300
1.6404616770,1.6272037264,1.9599508334,1.1540564002,1.0268551261,1.2183616684,0.0631179800
2.0105245017,1.3139467693,1.7014511773,1.1906039951,1.0680552352,0.9687438413,0.0631179800
1.7411062958,2.1973461355,1.6519352687,1.2711792165,0.9404020359,1.0379898373,0.0631179800
1.2569442643,1.6145640750,1.9904258419,1.0026601332,0.9686842488,1.0595731542,0.0631179800
1.3903765556,1.8461212628,1.4228202990,1.0670240081,1.0272715101,0.8697890951,0.0631256100
1.4160578776,2.0358505019,1.4249108914,1.0549012485,0.9665207431,0.9832028160,0.0631256100
1.2582129167,1.7977877443,1.4804810961,1.1363842931,1.0642839615,0.9507692821,0.0631332400
1.3353628688,1.3395276112,1.7739152817,1.0211796300,1.1412922901,1.0632344310,0.0631332400
1.4262628697,1.5023652307,1.7684451728,0.9495160446,1.1486560082,1.2011180106,0.0631408700
1.8923774038,1.9257922107,1.2649717811,1.1123501741,0.9684657002,1.1177314833,0.0631408700
1.4533301795,1.8388551818,1.2825526212,0.8898700825,0.9742000008,0.9762851876,0.0631408700
1.6954133781,1.9824261425,1.2986295463,1.0177422777,1.0752155387,1.1091160218,0.0631408700
1.5086092867,1.1914228149,1.7318623412,0.8122914638,0.9675415571,0.9808450336,0.0631485000
1.7007219085,1.4632006744,1.5508454418,0.8643617301,0.8692525400,1.0779565006,0.0631485000
1.6714635081,1.5985187399,1.5344940701,1.0707227453,0.7858401476,0.9465281569,0.0631485000
1.7388667548,1.7103781137,2.1603604952,0.9728831104,1.0253524089,1.2864106858,0.0631485000
1.8763010708,1.9916685949,1.8476114009,1.1992254973,0.9611755574,1.2282840823,0.0631561300
1.6001628353,2.1849817547,1.9387764789,1.0620167313,0.9864919136,1.2724531644,0.0631561300
1.3653899848,1.4830448674,1.4656416048,0.8152298050,1.0342959325,1.0906572040,0.0631561300
1.6929224398,1.1656552185,1.4571486042,0.9262257773,0.9944074196,1.0732629913,0.0631561300
1.6233983830,1.8253362493,2.1588415610,1.1032088667,1.0848548949,1.1286896287,0.0631561300
1.7125706601,1.0710879043,1.4764377350,0.9515848587,1.0256891670,0.8914682383,0.0631637600
1.9677164808,2.1319137920,1.7232965300,1.2798069991,1.0469926902,1.0847334225,0.0631637600
1.4999547972,1.2570917872,1.9552163897,0.9317403904,0.9628971170,1.1229764135,0.0631713900
1.8060679501,1.7533672569,1.4455203036,1.2761019975,0.9878068431,1.1103711085,0.0631713900
1.8093802857,1.3507704317,1.8451630653,1.0775461099,1.0846495446,1.1853197987,0.0631713900
1.5088712719,1.5267176275,1.6092091146,0.7951597348,1.0427331455,0.8733663758,0.0631713900
1.6306296158,2.1381687269,1.9740014893,1.0230250886,1.0271185515,1.3065490823,0.0631790200
1.5372309723,1.8771153316,1.5075774606,0.8485415678,0.9266239902,1.1836208904,0.0631790200
1.2674559713,1.6828588276,1.8521087982,0.8596151998,0.8608887913,1.1102989426,0.0631790200
1.7870523348,1.9030600008,1.4933471275,1.3262905748,1.0110653757,1.0679474228,0.0631866500
1.2713666942,1.6283064163,1.4558137596,1.0619073589,1.0443345939,1.1453675401,0.0631866500
1.4008305842,1.4596785959,1.7319399663,0.9497282491,1.1047917101,1.2157484096,0.0631866500
1.3760896122,1.7635375508,2.0764561948,1.0424735842,1.1119818447,1.1555412482,0.0631866500
1.4646337075,1.7391565536,1.5305909822,1.2137161627,1.1200491641,0.9297335989,0.0631942800
1.9747617600,1.9684599628,1.4439844872,1.2509905551,0.9876772361,0.8757850355,0.0631942800
2.1955615256,1.7214227747,1.7034866310,1.1689550645,1.2202940103,0.9645159964,0.0632019100
1.9467743555,2.0616918043,1.8380998299,1.2992599868,1.0566218903,1.0504671797,0.0632019100
1.8138887089,1.7918093115,1.1658373907,1.0194129864,1.1097408957,1.0220951575,0.0632019100
1.9255600103,1.8072444155,1.3770692748,1.0025004541,1.1606048584,1.1191798436,0.0632019100
1.9255600103,1.8072444155,1.3770692748,1.0025004541,1.1606048584,1.1191798436,0.0632019100
1.9331695694,1.5757660644,1.7061721116,1.3006413806,0.9566018758,1.0474646482,0.0632095400
1.4951894919,1.5311435115,1.5593130844,1.2329463972,0.8863430820,1.0475175618,0.0632095400
1.8534133599,1.8609153297,1.9123304841,1.1587079808,0.9673612930,1.2594654308,0.0632171700
1.4867705497,1.8047381677,1.2174129130,1.0519474265,1.0727517462,1.0733508471,0.0632171700
1.5217444672,1.4328793099,1.6315195263,1.0433344568,1.0700180688,1.2241884728,0.0632248000
2.1180694714,1.6509744435,1.5746552850,1.1490662617,1.1828005050,0.8733190031,0.0632248000
1.4261411372,1.8107210428,1.6233813455,0.9010804813,0.8806952611,1.2859319751,0.0632324200
1.7427427123,1.0966927524,1.6233023298,1.0036110671,1.1258899749,0.9241266864,0.0632400500
1.7571168936,1.4423569945,1.6524212146,0.9843480019,1.2450039119,0.8309291342,0.0632400500
2.1224411562,1.7651865286,1.4899886021,1.2480929327,1.1212100648,0.9822126470,0.0632476800
1.7404039452,1.6253098860,1.6249835007,0.8329290244,1.1898991561,1.0660959756,0.0632553100
1.8188906220,1.8047899624,1.6512837862,0.9240797691,1.2798960312,1.0123466900,0.0632553100
1.4720393204,1.3703500665,1.6209896744,0.8187455349,1.1551277093,1.0064573736,0.0632629400
1.6487282239,2.2258004248,1.7521334838,1.0867105758,0.9952078704,1.2281693648,0.0632629400
1.5386533911,1.6447512363,1.3867888562,1.1401457524,0.7979370095,0.9508561655,0.0632629400
1.4660376616,1.6664066521,1.1046554004,0.8919747377,0.9149282429,0.9451204445,0.0632629400
1.4217655551,1.6722826341,1.9347914729,0.8345467780,0.9532045394,1.2342408490,0.0632782000
1.7179037913,2.0474741153,1.3712034818,1.1833487818,1.0331386991,1.1092166792,0.0632782000
1.6442249927,1.7849649644,1.3603560341,0.9125849060,0.9448413428,1.2268851356,0.0632782000
2.0831319046,1.8018858310,1.9616538066,1.1950844095,1.1490492742,1.0983073585,0.0632858300
1.7488403490,1.4034270064,1.8225109496,1.1423847048,0.9678653542,0.8897163065,0.0632858300
1.5049411042,1.2662140602,1.7948021642,0.9479019282,0.8985671436,1.1749079294,0.0632934600
1.9537191666,1.8880967247,1.8132277052,1.2737611961,1.0156808129,1.1560697102,0.0633010900
1.5708390682,1.3503225145,1.7018263065,0.9564785307,1.1660970557,1.1630391342,0.0633010900
1.8556127701,1.6311221395,1.2389121337,1.1908174659,0.8787319946,0.9444783963,0.0633010900
1.7402143722,1.3815588073,1.5302033931,0.9036705108,0.9703634187,1.1668506539,0.0633087200
1.6882396560,1.3247833967,1.5080832285,0.9437359663,0.9326781752,1.1719217579,0.0633087200
1.6990443994,1.5870390916,1.2290176233,0.9886283989,1.2013209136,0.9776412425,0.0633087200
1.5732149965,1.6158667604,1.9061969164,1.0241412345,1.2965270714,1.0834536260,0.0633163500
2.0709170267,1.5405756634,1.7345154884,1.2738264538,1.0853983317,0.9488412606,0.0633163500
1.8540698501,1.8420513765,1.2371251885,0.9802512182,1.0875070400,1.0846712818,0.0633163500
1.5752438233,1.9976892735,1.7003200795,0.9480625834,1.0635372106,1.3041166572,0.0633239800
1.7716784148,1.6212730283,1.9124132570,1.0932815168,1.0985568687,1.2640533916,0.0633239800
1.6863298071,2.0245017830,1.3751427889,1.2901141096,0.9689597811,0.9703192849,0.0633239800
1.7158648732,1.5625973351,1.2519349808,1.0260044202,1.2074005194,0.9585008998,0.0633239800
1.8461332403,1.8915921497,1.2636512469,1.1683199036,1.0301823363,1.1004296399,0.0633239800
1.8755385042,1.2695467000,1.4823272030,0.9732039378,0.9980182827,0.8164740925,0.0633239800
2.0282243182,1.6802988236,1.7901158052,0.9636112715,1.1836212225,1.1680394458,0.0633239800
1.7112722572,1.3763795160,1.8242090106,1.0519164456,1.0959400230,1.2149435019,0.0633239800
1.4649666983,1.7315946967,1.5336784953,1.2188405449,1.1168615754,0.9297681085,0.0633316100
1.7869635002,1.9062154858,1.9152336717,1.2897544400,1.0596007290,1.0111537934,0.0633316100
1.1774881381,1.8202869261,1.6507191349,1.1364797507,0.9158598748,1.0480081993,0.0633316100
1.2490351538,1.8149093036,1.8348946996,0.9357256951,0.8426110303,1.1118934811,0.0633392400
1.0620645876,1.7823147662,1.7290741375,0.9626935472,0.9780122145,1.0300739830,0.0633392400
1.3226310682,1.4941779364,1.7674648465,0.8727335216,0.8469087543,1.1485691488,0.0633392400
1.6949973310,2.1481803706,1.8201091193,1.1167638667,1.1149329026,1.1681897735,0.0633392400
1.9899515658,1.7185786190,1.7731498258,0.9445395305,1.3234974899,1.0524425260,0.0633468700
1.9894366401,2.0722338778,1.4290313685,1.1516823059,0.9664656010,1.1073059931,0.0633468700
1.2435948335,1.6857314999,1.5341110105,0.8463435692,1.0580187858,1.0502168739,0.0633468700
1.9133903869,1.6311457979,1.9682991263,1.0156847078,0.9910959418,1.2445206027,0.0633468700
1.8079464179,1.9739328688,1.5446008152,1.1890026400,1.0128937174,1.2204842511,0.0633621200
1.3139223780,1.7478447492,1.8122269322,0.9993825870,0.8480226914,1.2092645199,0.0633621200
1.1912821766,1.3631960553,1.5557101863,0.9877962882,1.0980778813,1.0372948939,0.0633621200
1.7504812779,2.1516602055,1.9347935222,1.1866834338,1.0654349280,1.1452721758,0.0633621200
1.7700559324,1.8940111084,1.9688654540,0.9121216554,1.0435062508,1.3026413871,0.0633697500
1.1238221197,1.4655334473,1.6385195318,1.0270292966,0.8872691511,1.0135518198,0.0633697500
1.5431392727,2.1432255425,1.5156881395,1.1604184695,0.9720727047,1.1415338863,0.0633697500
1.4368500770,1.2655267581,1.4746730281,0.8428599935,0.8376326875,0.9913047379,0.0633697500
1.9998834274,1.4156994827,1.3527397841,1.1460431738,1.0327961508,0.8931289576,0.0633773800
1.8913272260,1.4952031242,1.6688115955,1.2909414915,0.9684567888,0.9201270966,0.0633850100
1.7078305277,1.9182819389,1.7487152427,1.2818094722,1.1314275781,1.0314403706,0.0633926400
1.1780142198,1.4914436637,1.5653710111,1.1095311927,0.9232345210,1.0482603112,0.0634079000
2.1375529158,1.8712709980,1.8493624946,1.2428607067,1.0729752816,1.0814127095,0.0634079000
1.4113017727,1.6762270363,1.6222391921,0.8862069016,1.2103970653,1.0581685447,0.0634155300
1.6940740875,1.7634103593,1.6913831964,0.9830730143,1.1260017587,1.2953405424,0.0634231600
1.5225691254,1.4043530106,1.9774399929,1.1029281872,1.0197433978,1.0807340742,0.0634231600
1.4926430808,1.2927822402,1.8890707246,0.9593472419,1.0221544511,1.2072121597,0.0634231600
1.5101756048,1.7655227350,1.4561494730,0.8283575813,1.0131271872,1.1414613383,0.0634307900
1.6164768993,1.2709044492,1.9791021199,0.8556761931,1.0185246556,1.0865037715,0.0634307900
2.1020252002,1.6567927035,2.0130518787,1.0301900729,1.3260597216,0.9764195648,0.0634307900
1.4268212508,1.8258069627,2.1154818275,0.9820294177,0.9429035977,1.2293516302,0.0634307900
1.5587557839,1.6131577176,1.8955368933,1.0249154433,1.2902863405,1.0879214488,0.0634384200
2.0043524541,1.3169404689,1.7806408371,1.0460289599,1.0170351795,1.0815141589,0.0634384200
1.4172411333,2.0857386940,1.4486071100,1.0657607995,0.9367461505,1.0327591018,0.0634384200
1.3852091607,1.7807515695,1.7171890963,1.1504269846,0.8915453216,0.9034069610,0.0634384200
1.4471078079,1.4028126853,2.0018828020,1.0353926750,1.1180830088,1.0916335276,0.0634384200
2.0204546164,1.3225545797,1.6004155382,1.1089299537,1.0589849762,1.0480011879,0.0634384200
1.9356685111,1.6966680622,1.7315090842,1.3332960236,1.0397928223,0.9297960772,0.0634460500
1.8091721920,1.5832971454,1.7127997305,1.2409728762,1.0197994688,0.8559315751,0.0634460500
2.0632186375,1.8810208984,1.7077191221,1.3470570400,1.0157613336,0.9486038280,0.0634536800
1.9238001890,1.5973949498,2.0790582869,1.0706384144,1.2911675777,0.9551234438,0.0634536800
1.7120071092,1.9785372823,1.5262306904,1.3053646543,1.0717731359,0.9734884735,0.0634536800
1.3956581866,1.8135981567,1.7142425990,1.1561335763,0.8796646733,0.9167849327,0.0634536800
1.8567073782,1.5238881810,1.7055924173,1.1640388516,1.0916075438,1.1762607265,0.0634613100
1.6508821866,1.6881595374,1.3449070585,0.8233168451,1.0346707990,0.9683772106,0.0634613100
1.3808797880,1.4470421720,2.0390215370,0.8838757448,0.9759241764,1.0925179938,0.0634613100
1.5431308507,1.9405787650,2.0401015307,1.0161387185,1.0562908392,1.3332456876,0.0634689400
1.4459402354,1.3958769914,1.6248519952,1.0354866516,1.0377821448,1.2169883792,0.0634689400
1.9360981595,2.0491377737,1.6107988627,1.0918522857,0.9872707830,1.2329495572,0.0634689400
1.5550082034,1.8780412308,1.8499277644,1.1946316612,0.9661847092,1.2294182407,0.0634765700
1.6669869484,1.9768330453,1.3368520165,1.2747293509,0.9650726478,0.9381621558,0.0634765700
2.0334877017,1.4298724409,1.6057196585,1.1148188129,0.9676165256,1.0633232711,0.0634765700
1.4425069097,1.4303344712,1.7274978440,0.9477985830,1.1226530788,1.2059053586,0.0634841900
1.4461215411,1.8160852231,1.6722485714,1.1516980876,1.0718893153,0.8620015812,0.0634918200
