r0,r1,r2,r3,r4,r5,E
1.7531109762,1.7160072932,1.4755201208,0.9929810067,0.8919651320,1.0418766345,0.0242309600
1.8925844087,1.7564215528,1.4327306447,1.0614613383,0.9979092138,0.9268985179,0.0242309600
1.4347527578,1.4483093624,1.4806891235,1.0425377668,0.9073819841,1.0015472742,0.0242385900
1.7744971443,1.6800559142,1.8762819635,0.9863775619,1.1685691346,1.0023043694,0.0242385900
1.8987277812,1.6400295483,1.5272661818,1.0432055933,1.1063563787,0.9920223217,0.0242385900
1.7170146826,1.4655995152,1.8261457060,0.8849168630,1.0702233475,0.9414621916,0.0242385900
1.5117454750,1.7196787694,1.6932399632,0.8811504063,1.0494297595,0.9728512493,0.0242462200
1.5152685610,1.4944915853,1.6363623900,1.0837576320,1.0275237464,1.0257175929,0.0242462200
1.5652839491,1.6042301551,1.5860373339,0.9277850055,1.0931517568,1.0794955182,0.0242462200
1.5904580558,1.7355269858,1.4243376342,1.0096044570,0.9667702345,0.8735664280,0.0242462200
1.4058623842,1.5575198890,1.7401319890,1.0013433187,0.9344738482,0.9295128754,0.0242462200
1.5291100806,1.5271936931,1.3395209124,1.0587566093,0.9866902605,0.9753385155,0.0242538500
1.6599502159,1.7867909617,1.8136909407,0.9424701768,0.9730026556,1.1648230338,0.0242538500
1.5258320216,1.9658632720,1.6871714646,1.0273776451,0.9356129847,1.0669144416,0.0242538500
1.8146811095,1.6778523251,1.7998365805,0.9369203260,1.1522489013,1.0171513209,0.0242614800
1.5701320869,1.7689084087,1.3284273816,1.0364393426,0.9678416867,1.0198902317,0.0242614800
1.7735120279,1.7204911103,1.4871341328,0.9666034464,1.0984542401,0.9359914858,0.0242614800
1.7225580466,1.5413941245,1.4072238904,0.9934201774,0.9945337865,0.8520760323,0.0242691100
1.8816411194,1.6420398560,1.5530968690,1.0948964053,0.9341608881,1.0090763293,0.0242691100
1.4147487755,1.7030847560,1.7948364347,0.9803306176,0.9374133062,1.1301566566,0.0242691100
1.7238681075,1.5257282564,1.8219456293,1.0159471063,0.9687294241,1.1101764006,0.0242691100
1.7042044315,1.6804994139,1.2926066775,0.9858059602,0.9968561396,0.9953535926,0.0242691100
1.8070456492,1.8398931893,1.4834597443,0.9962318489,1.0424402423,0.9637582867,0.0242691100
1.5230412881,1.7200121122,1.5755146658,0.8612211134,0.9408998417,1.0307301460,0.0242767400
1.6109139990,1.7717659553,1.9697053939,0.9896649550,1.0694229104,1.0552261490,0.0242767400
1.6040487107,1.6268375637,1.5097937027,1.0315901871,0.8549671389,0.9058844375,0.0242843700
1.4732165365,1.5246996648,1.3229765629,0.9723572111,0.9987058118,1.0092869310,0.0242843700
1.6845786979,1.7374233953,1.6197458325,1.1052732460,0.9184068546,0.8980710040,0.0242843700
1.5394376817,1.8998703917,1.8088044305,0.9795865838,0.9416347940,1.1356385497,0.0242843700
1.3712490070,1.4651427572,1.5168323505,1.0107138710,1.0304872441,0.9800485821,0.0242843700
1.6021642088,1.5523638970,1.5704625192,1.0285996044,1.0778207618,1.0756962090,0.0242920000
1.4493670560,1.6325307900,1.8868320467,0.9498950352,1.0018273532,0.9663092587,0.0242920000
1.8641424362,1.7348230496,1.4206772196,1.0153841554,1.0370851426,0.9282721208,0.0242920000
1.3215588288,1.5316427393,1.5210001187,0.9002554362,0.9593222686,1.0421213125,0.0242996200
1.5551958465,1.8142404651,1.6349149057,0.9773440877,1.0662113287,0.9402198854,0.0242996200
1.7265136144,1.6100527656,1.3636534683,0.9475534842,0.9056096075,0.9305524949,0.0242996200
1.8535553985,1.8092294550,1.5699166595,0.9741848124,1.0809249076,0.9973308864,0.0242996200
1.7774436860,1.8019743058,1.4791903147,0.9612272723,1.0455295580,0.9570680898,0.0242996200
1.8060206211,1.6851431709,1.3940843806,1.0105427454,0.9329776313,0.8972140174,0.0242996200
1.7473955212,1.6539088062,1.7094606519,0.9289444415,1.1519203270,1.0355877817,0.0243072500
1.6128382514,1.6850882189,1.8221638465,0.8915578428,0.9659952794,1.1240635402,0.0243072500
1.4998175926,1.6802562534,1.6602796377,1.0716199250,1.0784943451,0.9353374068,0.0243072500
1.4110461299,1.4361744863,1.6963012688,0.9893186015,1.0622508007,0.9472987716,0.0243148800
1.5525916313,1.7595640125,1.9444384149,1.0260973684,1.0309299270,1.0579666098,0.0243148800
1.3735520315,1.5040831938,1.4774954059,0.9000908909,1.0345634618,0.9550062642,0.0243148800
1.4489411980,1.5830924710,1.8454444035,0.9627393502,1.0840112731,0.9571522945,0.0243148800
1.5183434651,1.4515909644,1.8403269010,0.9795352169,1.0652511389,1.0464398496,0.0243148800
1.9214316992,1.6622055314,1.7549560799,0.9898238098,1.1471651974,1.0063934644,0.0243225100
1.5458559536,1.9396726812,1.6142071762,1.0553173242,0.9546606686,0.9734411986,0.0243225100
1.5414702618,1.7761253831,1.5843453629,1.0515320609,1.0938511459,0.9898442598,0.0243301400
1.6167735377,1.6696837979,1.9736515143,1.0022752094,1.0113326411,1.0835420322,0.0243377700
1.6292291320,1.5585033297,1.8619403069,0.8634259459,1.0366508028,1.0199312860,0.0243377700
1.4483652650,1.5325269030,1.5293576608,1.0517758844,1.0529313393,0.9999951240,0.0243377700
1.6579916550,1.5546900542,1.7226045878,1.0968587265,1.0291884509,1.0758081426,0.0243377700
1.8678780118,1.3811207350,1.6595521722,1.0280310837,1.0225776787,0.9698046053,0.0243377700
1.6629457815,1.4689850461,1.7101798526,1.0879698921,0.9737185935,1.0570782119,0.0243377700
1.8379439191,1.6999201795,1.4102030562,1.0244711097,0.9557886229,0.8951665541,0.0243377700
1.4255615177,1.4526866880,1.5058021370,1.0280133356,0.9153053210,1.0343548296,0.0243454000
1.6158282659,1.4805850051,1.4825021048,0.9842520749,1.0936989769,1.0272161320,0.0243454000
1.6206119566,1.4989671428,1.7068925993,0.9062405864,1.0954138803,0.8849596362,0.0243454000
1.5603950718,1.4946806299,1.6467535867,0.9696205020,1.0640147045,1.1029284074,0.0243454000
1.5176769134,1.4930692364,1.5510925742,1.0482384936,1.0441874662,1.0462799264,0.0243454000
1.5539586625,1.5011479849,1.5067519351,1.0454048499,1.0449273673,1.0483757000,0.0243454000
1.5240717169,1.5479856870,1.4897841919,1.0438678389,1.0481018983,1.0467353233,0.0243454000
1.5777404955,1.6657666176,1.5581729507,0.9947205697,0.8366181605,0.9802323682,0.0243530300
1.8598597360,1.6150787688,1.7747323477,0.9639233048,1.1675638088,0.9533529819,0.0243530300
1.5915188040,1.8074934929,1.6091188266,0.9794898879,1.1068255879,0.9953527377,0.0243530300
1.5124247273,1.5339336813,1.2836716448,1.0131230260,0.9178584821,0.9748434175,0.0243530300
1.8605907054,1.8257629457,1.4780522347,1.0985850954,0.9982443459,0.9258421293,0.0243530300
1.7982213037,1.8288001334,1.7787482196,1.0006822339,1.1071460248,1.0894372193,0.0243530300
1.4868499888,1.5402203813,1.5347512128,1.0473998686,1.0477123295,1.0435915299,0.0243530300
1.5649015182,1.7238214865,1.2998414158,0.9661638757,0.9810480311,0.9961333451,0.0243530300
1.6037051618,1.2771874936,1.5734615028,0.9709348736,1.0464701003,0.9438019611,0.0243606600
1.8847264247,1.7902279574,1.7969459679,1.0894788686,1.0977656003,0.9765504705,0.0243606600
1.7888805638,1.8324141855,1.3994836895,1.0721875038,1.0149161283,0.9968242409,0.0243682900
1.4359941853,1.7629844323,1.7871849191,0.9877643162,1.0287770648,1.1243861583,0.0243682900
1.4377085955,1.6009601664,1.8608287484,1.0176462060,0.9746369161,1.0386804948,0.0243682900
1.6486767783,1.4124048836,1.5298354554,1.0077441334,0.9618979379,1.0756233781,0.0243759200
1.6268192229,1.9884180368,1.6245839989,1.0698438805,0.9740552513,1.0332608729,0.0243759200
1.4675672550,1.6514380373,1.7189722590,0.9135960954,1.1108683973,1.0086864345,0.0243759200
1.3868557713,1.5086009824,1.6963828926,1.0344911361,0.9610174229,0.9392622207,0.0243759200
1.6668759269,1.8552459898,1.7228056935,1.1131803882,1.0498979336,0.9545942967,0.0243759200
1.4905813916,1.4315395369,1.5742464679,0.9453233857,1.1026926973,0.9939975280,0.0243835500
1.7027315397,1.5505231203,1.8139070019,0.8712455879,1.0144204555,1.0484717220,0.0243835500
1.4529138481,1.7825646289,1.8569119440,0.9585317428,0.9680675350,1.1391486943,0.0243911800
1.5082575525,1.6177318321,1.9420337302,0.9092531210,1.0096453137,1.0364784014,0.0243911800
1.4866638036,1.9162008335,1.7854283796,0.9689229828,0.9712846681,1.1065115196,0.0243911800
1.3935455588,1.7957896746,1.5746153411,0.9073129622,0.9226052105,1.0350258160,0.0243911800
1.3989827776,1.3848389732,1.5404418345,1.0143815274,0.9501206712,0.9131584582,0.0243988100
1.6956472127,1.6113399803,1.7908664214,0.8935791763,1.1325239664,1.0255980468,0.0243988100
1.4803952725,1.8112232417,1.8747637125,0.9541898975,0.9851251354,1.1366676105,0.0244064400
1.7303791347,1.4905173526,1.3805424384,1.0039802318,1.0630937154,0.9070383203,0.0244064400
1.4621474177,1.4306139127,1.3952354194,0.9644242228,1.0178943778,1.0110267978,0.0244064400
1.4171375284,1.6160482761,1.6986083312,0.9757327269,0.8839241478,0.9353074860,0.0244064400
1.5092911844,1.8090095598,1.7958362595,1.0771823772,0.9833521269,1.1035249211,0.0244064400
1.6655631870,1.4321027292,1.4259832967,1.0318633897,1.0629928922,0.9189854735,0.0244140700
1.6009633016,1.7935187408,1.6834472540,1.0201797380,1.0470048979,1.1466300818,0.0244140700
1.3805891192,1.5995691952,1.8057982048,0.9643742594,1.0136676571,0.9396447951,0.0244140700
1.4328311135,1.7780005946,1.5986722175,0.8914989089,0.9692044652,0.9872767410,0.0244140700
1.5812875431,1.4284094510,1.8112923538,0.9039587787,0.9316586162,0.9912187942,0.0244140700
1.5892351808,1.6542243962,1.5088049368,0.8628840121,0.9708446286,0.9314412121,0.0244140700
1.6504255686,1.3254380840,1.7110165874,1.0253430912,1.0430805998,0.9906546648,0.0244140700
1.6502327167,1.4485798106,1.5399480221,1.1066760890,0.9289563062,0.9260480487,0.0244140700
1.5468029782,1.8312232492,1.8497252105,1.0670729086,0.9521739525,1.0280639013,0.0244216900
1.6336912606,1.7067403119,1.9512433928,1.0290165571,1.0891379401,1.0247804784,0.0244293200
1.7620340431,1.5753674118,1.7898201835,1.0451506474,1.0656544381,1.1067017975,0.0244293200
1.8877385487,1.7965118791,1.7146120144,1.0381681058,1.1260123418,0.9687211527,0.0244369500
1.6021836433,1.4058145192,1.5517614476,1.0979072777,0.9597331764,0.9352442161,0.0244369500
1.5520204247,1.4210415890,1.7139538316,1.0445274229,1.0314521044,1.0468989102,0.0244369500
1.5663615366,1.5478476156,1.7774533776,1.0996742441,1.0035888651,1.0273991559,0.0244445800
1.7259352678,1.7929924004,1.4867545664,1.1430919215,0.9994211428,0.9203748979,0.0244445800
1.5785658568,1.5994888652,1.6000185728,0.9214642383,1.0828117221,1.0936106598,0.0244445800
1.8808920016,1.3832812846,1.6308684565,0.9982533903,1.0328185882,0.9362435876,0.0244445800
1.5106999261,1.3763425966,1.7807917106,0.9209146237,0.9458320854,0.9568480120,0.0244445800
1.7430191295,1.4262938280,1.8247290088,0.8967175034,1.0102737948,0.9990926876,0.0244522100
1.6977299055,1.5275127674,1.7492631530,0.9945589924,1.1766039331,0.9725472323,0.0244522100
1.7372532423,1.7646601002,1.7200214984,1.0508856644,1.0832387407,0.9018771100,0.0244522100
1.5493662179,1.6648317959,1.9308193631,0.9803728955,1.1078342707,1.0396019683,0.0244598400
1.5924720037,1.5951555200,1.6124800192,0.9182716601,1.0710562003,1.1060269716,0.0244598400
1.4082287241,1.8588351813,1.7497547377,1.0052826497,0.9419274690,0.9978913005,0.0244598400
1.5709992691,1.9631389415,1.6873731649,1.0576091046,0.9898149363,1.0054960253,0.0244598400
1.6090244381,1.7511130809,1.6364863165,1.1330262953,1.0572249521,0.9523414569,0.0244598400
1.6313908377,1.5740154411,1.6577375684,0.9841598259,1.1257832321,1.0747926081,0.0244751000
1.5246862294,1.5639785165,1.4782074424,0.8695606777,1.0401560634,1.0056220899,0.0244751000
1.3850466577,1.7684747460,1.7428540478,1.0251841197,0.9772177850,1.1020727966,0.0244751000
1.5328255775,1.5377293663,1.5611987981,0.9901742470,1.0892749821,1.0632741168,0.0244751000
1.7469521529,1.7305231973,1.5161953961,1.0821607324,0.9227650819,0.8771435119,0.0244827300
1.5375640727,1.7623623711,1.6451149039,0.8869574016,1.0489430150,1.0156621060,0.0244827300
1.7651502348,1.6596189700,1.3893993933,1.0196160038,0.9896507964,1.0618886488,0.0244827300
1.8009061738,1.6435282117,1.6608651553,1.0801357503,1.0790074363,1.0797222699,0.0244827300
1.6325972979,1.4147250045,1.5941772943,1.0606409446,0.9583930234,1.0582706789,0.0244903600
1.5637031825,1.4628431645,1.5975527824,0.9638427151,1.1356166179,0.9291744103,0.0244903600
1.8553114340,1.5178138895,1.8503966697,0.9970650787,1.0058046927,1.0488363446,0.0244903600
1.6085726361,1.5132139717,1.7795741148,0.9175358047,1.0472427723,0.8800038361,0.0244903600
1.6382062643,1.6567519277,1.7644469821,0.8616948732,1.0570060519,1.0362728882,0.0244979900
1.8577348420,1.6012866110,1.9157273536,1.0023457742,1.1337814903,1.0067335986,0.0244979900
1.8689479477,1.3920163470,1.7447098197,1.0055344307,1.0724675573,0.9792109527,0.0244979900
1.4657550014,1.7978001620,1.8670759082,0.9556166791,0.9762414041,1.1389434096,0.0245056200
1.6387140677,1.7098824091,1.6944720490,1.1001603314,1.0650895922,1.0805765039,0.0245056200
1.5277116417,1.6204218500,1.5365079773,0.9622095939,1.1147401319,1.0290231401,0.0245056200
1.4367558934,1.5478833068,1.3701225014,0.9024151950,1.0069288078,0.9914324180,0.0245056200
1.6331385894,1.5573492695,1.9282579103,0.9588604633,1.1000361253,1.0777719550,0.0245056200
1.5221040690,1.7195927580,1.6715224310,1.0008612050,0.8526020805,1.0531688168,0.0245132500
1.5404651690,1.5016054884,1.4534489633,0.9902079982,0.9812741822,1.0936115422,0.0245132500
1.5908994815,1.7706712805,1.7813523333,1.0035743250,1.1259580708,0.9635027116,0.0245132500
1.9490131565,1.7041355682,1.6943720552,1.0940612522,0.9972334039,1.0349735761,0.0245132500
1.7436817886,1.4421224462,1.4447554908,0.9749878701,0.9187537028,0.9930661469,0.0245132500
1.4998928049,1.5318011148,1.5296582574,1.0339278014,1.0311162075,1.0726422713,0.0245132500
1.8020916987,1.7982521273,1.6557404546,1.1817035249,0.9695089236,0.9841899398,0.0245208800
1.3177734591,1.6355669839,1.7333936650,1.0185977949,0.9771630741,0.9781230555,0.0245208800
1.6574112537,1.6148427677,1.7155507237,1.0289250917,0.9972621875,1.1571123208,0.0245208800
1.8956725381,1.7841850731,1.4360592394,1.0736619320,1.0217338349,0.9664103561,0.0245208800
1.8349558556,1.7544915020,1.6084412996,1.0860638824,0.9286384140,1.0733518769,0.0245208800
1.5282734784,1.5775696986,1.3889623235,1.0140326107,0.9460794224,1.0782836043,0.0245285100
1.6213590319,1.6640336278,1.3446931762,1.0212751717,0.9141677908,1.0524495110,0.0245285100
1.6943062828,1.5378180164,1.7897773111,1.0438293770,0.9115479071,0.9881968589,0.0245285100
1.8604370888,1.7630013438,1.4563706275,1.0798947829,0.9204737606,0.9791818899,0.0245285100
1.6742337360,1.9299676214,1.6617944403,1.1255119030,0.9873597422,0.9673231216,0.0245285100
1.5929378794,1.5054618844,1.7973044769,0.8516266122,1.0224948296,0.9625728766,0.0245361400
1.5964579479,1.7861586395,1.7157913941,1.0641413369,1.1000959794,0.9492137596,0.0245361400
1.5218863555,1.5375453166,1.5020612955,1.0698841247,1.0235876287,1.0443023065,0.0245361400
1.5193856345,1.5033318120,1.5387444939,1.0219518270,1.0682541667,1.0475481678,0.0245361400
1.6939007855,1.6183475895,1.7929026436,1.0801135128,1.0769311648,1.0818128817,0.0245361400
1.7013982075,1.6595854960,1.9397319721,0.9169654121,1.0478849056,1.0977240341,0.0245437700
1.4240292929,1.6197869003,1.8539073521,0.9451016912,0.9747916159,0.9568443963,0.0245437700
1.7267736408,1.6555422481,1.2969529512,0.9991259951,0.9329241661,0.9160355419,0.0245437700
1.5718233487,1.6405044364,1.8296971442,1.0910950779,0.9597244271,1.0411700185,0.0245513900
1.8189796498,1.6794601559,1.5149065685,0.9894402646,0.9231416652,1.0482425258,0.0245513900
1.5095452256,1.6570018079,1.9601537311,0.9423622720,1.0036868784,1.0757572307,0.0245590200
1.3909813099,1.6854603632,1.7042946094,1.0679414040,0.9750929062,1.0616584767,0.0245590200
1.5409089518,1.5092613517,1.5114323081,1.0578929170,1.0607156599,1.0192323002,0.0245590200
1.5931715541,1.5249234464,1.3267299098,0.9683875169,1.0571445366,0.9499417562,0.0245666500
1.9049630088,1.7995182737,1.4834485518,1.0927087579,0.9586074900,0.9905593510,0.0245666500
1.5080822966,1.6107346543,1.5832034225,0.8396723364,0.9539862445,0.9830986505,0.0245742800
1.3858477978,1.4773855146,1.5069087394,1.0178176326,0.9366564774,1.0472127915,0.0245742800
1.3883562521,1.5411783839,1.7303391666,1.0335454500,0.9943894883,1.0531870509,0.0245742800
1.7131484274,1.7838647133,1.6080564593,1.0759318876,1.0806751729,1.0822465879,0.0245742800
1.6296509558,1.6864514259,1.8659044837,1.0761468986,0.9534478853,1.0058462625,0.0245819100
1.8097180702,1.6545524414,1.7158812669,1.0351007071,1.1099711541,0.8886478834,0.0245819100
1.6802794047,1.6681727539,1.3585558721,1.0137132906,0.9971545576,1.0665472052,0.0245819100
1.3704487323,1.5296544221,1.7304191846,0.9446851079,0.9165855514,0.9374882128,0.0245895400
1.2971890862,1.4920185105,1.6605160384,0.9793374602,0.9409529411,0.9589445618,0.0245895400
1.7449027216,1.7456004358,1.8856724857,1.0534668428,1.1234317763,1.0513164166,0.0245895400
1.4911153595,1.6595826838,1.4664584905,0.8710091209,0.9551661893,0.9309769036,0.0245895400
1.4722173352,1.7274427194,1.4255059294,1.0804062629,0.9614701064,1.0349197240,0.0245895400
1.4325766920,1.7714639128,1.8449155513,0.9332675219,0.9527692422,1.1226641132,0.0245971700
1.3273169229,1.6177095307,1.7360046767,1.0178245443,1.0034888459,0.9699270666,0.0245971700
1.4406382350,1.4355615843,1.5001658594,0.9725798606,1.0752028216,0.9721867009,0.0245971700
1.3374362504,1.4978273016,1.6105227813,0.9910135949,0.9078523345,0.9255396452,0.0245971700
1.7666423329,1.7735331254,1.9324394961,1.0060599045,1.1211043494,1.0428917385,0.0246048000
1.8098887346,1.5069759267,1.5924316669,0.9265870903,0.9896528859,1.0437703038,0.0246048000
1.6513316528,1.5259213473,1.3337695033,0.9395514642,1.0518008918,0.9274983834,0.0246124300
1.4340542846,1.5032212990,1.4827056092,0.9919093379,0.9201006996,1.0808090395,0.0246124300
1.6401694067,1.4317784714,1.8059135818,0.9398763531,1.1416865387,0.9541013313,0.0246124300
1.6952639667,1.3366116740,1.7358548709,0.9171152600,1.0205879099,1.0297098055,0.0246200600
1.8616257198,1.5659339910,1.5182229192,0.9314276368,1.0589876977,0.9113006670,0.0246276900
1.5985015449,1.7612319567,1.7451860907,1.0820397386,1.0816651796,1.0751432692,0.0246276900
1.6094942726,1.5298684191,1.8305123513,0.8546931448,1.0301867255,0.9914055587,0.0246353200
1.4639878560,1.4974003147,1.8760766914,0.9751516736,1.0034321922,0.9898398910,0.0246353200
1.5270314398,1.5338197437,1.5176125194,0.9824522667,1.0782798363,1.0623592532,0.0246353200
1.8253147576,1.8254880852,1.8255144766,1.0793211245,1.0793387680,1.0795039903,0.0246353200
1.5615763260,1.4653842472,1.6651340950,0.8940932763,0.9826584924,0.8632092558,0.0246505800
1.7703968625,1.4885979839,1.8445906553,0.9423792310,0.9783477431,1.0611725567,0.0246505800
1.7380498366,1.5825792757,1.6844354828,0.9532521574,1.0524722989,1.1300247131,0.0246505800
1.8728614051,1.6672485110,1.7192745648,1.0072445009,0.9937682239,1.1027585899,0.0246582100
1.7607166389,1.6954795331,1.3693520317,1.0566028716,0.8938828615,0.9636289406,0.0246582100
1.8146981386,1.8316095218,1.4866290079,1.1427600208,1.0157195752,0.9935894808,0.0246582100
1.6744051681,1.7005354955,1.5081087438,1.1028492705,0.8851540530,0.9052000885,0.0246658400
1.5406515218,1.7029213546,1.5908018390,0.8672191841,0.9473700151,1.0803093130,0.0246658400
1.3895181910,1.7414130697,1.8014723486,0.8973635886,0.9790638102,1.0715540494,0.0246658400
1.5704548441,1.6194254858,1.3115807219,1.0682409559,0.9881786353,0.9682434022,0.0246658400
1.5842946599,1.6995458397,1.4026516412,1.0283209898,1.0459373148,1.0485705808,0.0246658400
1.4326038099,1.4326422393,1.5636070275,0.9999392624,0.9914982830,0.8727508302,0.0246734600
1.5479796212,1.4815009398,1.7758115084,1.0192732052,0.9708205458,0.9104413708,0.0246734600
1.7527311122,1.7853774840,1.4331934211,0.9680172259,0.9216717704,1.0343904808,0.0246734600
1.8485691243,1.7868273553,1.4744283014,1.0673595254,0.9986000819,0.8983902775,0.0246734600
1.5385353328,1.5418245638,1.6034124332,0.9981005432,1.0992371153,1.0634679628,0.0246734600
1.6428671073,1.6675991217,1.4613761365,0.9891065405,0.9449674772,1.1243062323,0.0246810900
1.9652561324,1.6329307048,1.6750963754,1.0159809052,1.0717965329,1.0274758002,0.0246810900
1.9075561881,1.8130614606,1.5531870871,1.1004909925,1.0191298210,1.0421769296,0.0246810900
1.5217815881,1.4885171173,1.8546221507,1.0029541153,1.0675586713,1.0456095748,0.0246887200
1.7046517117,1.5388049677,1.6311820670,0.9730358392,1.0168360930,1.1337248259,0.0246887200
1.9253139550,1.5086546284,1.8000856977,1.0145708784,1.0344910914,1.0087037827,0.0246963500
1.6232595192,1.8007071008,1.6838026915,1.0294706404,0.8641168471,1.0607148289,0.0246963500
1.8371835143,1.8148287004,1.5971667392,0.9964294666,1.1128189565,1.0088924927,0.0246963500
1.6138798970,1.8251550687,1.7058077550,1.0413948930,1.0952516674,1.0853789991,0.0246963500
1.7457910247,1.8226946902,1.6420464466,1.1461059200,0.9092443470,1.0150347493,0.0246963500
1.7597885426,1.8496020687,1.9019354093,1.0657878183,1.0263614443,1.0932081126,0.0247039800
1.6254258522,1.4844021256,1.6707986977,0.8404087936,1.0025162337,0.9709051654,0.0247039800
1.8496321184,1.8546773757,1.5804864580,1.0890125968,0.9300715638,1.0484177391,0.0247039800
1.5222448678,1.4751553236,1.8848186735,0.9961977568,1.0288462957,0.9943259481,0.0247039800
1.4350219663,1.5099144422,1.5562386112,0.9692081175,0.8917819372,1.0877192973,0.0247039800
1.6220036114,1.5617929355,1.9432347050,0.9637094959,1.0929207409,1.0750109342,0.0247039800
1.6067686714,1.8039982520,1.4684202500,0.9045331831,0.9642878986,0.9956715925,0.0247116100
1.5729700520,1.6501415545,1.8139705277,0.9734058304,1.0705831349,1.1423534499,0.0247116100
1.5855141011,1.8780862282,1.4913180163,0.9662961137,0.9853826717,0.9707540990,0.0247116100
1.5805371387,1.8156631774,1.5753523331,0.9027056129,0.9132291420,1.0699435244,0.0247116100
1.5045719333,1.6099106882,1.8987564378,1.0188211966,1.0141799890,1.0862845321,0.0247116100
1.5770878169,1.8600767550,1.8979635281,0.9935357985,1.0337831786,1.1297991239,0.0247192400
1.8096973034,1.7617811402,1.8526071076,1.0309790958,1.1192785071,1.0842423554,0.0247268700
1.7365400593,1.5218765976,1.7290758307,0.9862701307,1.1817983555,0.9630398396,0.0247268700
1.8802376823,1.6725663714,1.8188701456,0.9818106166,1.1642034596,0.9980130684,0.0247268700
1.5219461729,1.8356256612,1.8922669224,0.9745186254,1.0075645044,1.1397890168,0.0247345000
1.8922821453,1.7360117254,1.4617585280,1.0748199764,0.9836646203,0.9029036790,0.0247345000
1.4432332972,1.5550802430,1.7925445517,1.0481454140,0.9849119514,0.9677240042,0.0247345000
1.7500991200,1.6351129201,1.8025443646,0.9033883223,1.1438318834,0.9926716753,0.0247421300
1.7127297850,1.4715825797,1.8789143344,0.9332461797,1.0017618153,1.0803126129,0.0247421300
1.4691710992,1.4989357076,1.2846069297,0.9570399859,0.9807572543,0.9723535389,0.0247421300
1.8906320394,1.5969861535,1.4999161603,1.0055528684,1.1107841358,0.9719695908,0.0247421300
1.7481094988,1.8949754238,1.7515094821,1.0701590833,1.0859330800,1.0685850453,0.0247421300
1.4212691405,1.5825273650,1.4250119454,1.0227537231,0.8661359662,0.9946625836,0.0247421300
1.7741192385,1.6718278302,1.3829144358,0.9959429083,0.9119778880,0.9025502328,0.0247421300
1.8167438251,1.8114846004,1.6577540465,1.1790422185,1.0154704388,0.9858317327,0.0247497600
1.7107968335,1.6042983141,1.6483942495,1.0178532683,1.0090052258,0.8470627963,0.0247497600
1.5560376188,1.5787945555,1.5846232634,0.8422316219,1.0068747521,0.9470942978,0.0247497600
1.5433364432,1.4048799654,1.4884848528,1.0503386196,1.0441735672,0.9671748316,0.0247573900
1.5131133615,1.6533351808,1.4402206596,0.8805193551,1.0090147012,0.9448988028,0.0247573900
1.6162311295,1.3720542131,1.8404239670,0.9856657843,1.0340082112,1.0329004146,0.0247573900
1.8604279110,1.6823788864,1.7513505864,0.9844063389,1.1475410506,0.9287499895,0.0247726500
1.5864487931,1.4391038929,1.6009177114,0.8772842652,1.0611732239,0.8878310026,0.0247726500
1.8272961859,1.6685529881,1.3465633115,1.0150750354,0.9509000356,0.9631447422,0.0247726500
1.7723169108,1.9288830531,1.6507689237,1.1556300186,0.9742497023,1.0103815658,0.0247726500
1.8357261048,1.7756367824,1.4994601370,1.0471831616,0.9177179642,1.0396550095,0.0247726500
1.6951963713,1.3995630155,1.7293796353,0.8843734482,1.0382969362,1.0315985766,0.0247802800
1.4250691970,1.6019912983,1.6896428268,0.9667356659,0.8726949746,0.9413770815,0.0247802800
1.6448340828,1.2934084744,1.5860437737,1.0050726058,1.0511003756,0.9456249166,0.0247879100
1.9125078168,1.4658568198,1.5540006734,1.0308445825,1.0062076387,0.9704854454,0.0247879100
1.4867857730,1.3923664046,1.4667927953,0.9466450435,0.9978037573,1.0522166040,0.0247879100
1.8689531874,1.7159466479,1.4306616701,1.0374495236,0.9795934301,0.8965147376,0.0247879100
1.5215662463,1.6105185338,1.5052444939,0.9330424449,0.9972857830,0.8555016136,0.0247955400
1.5978695202,1.5999897714,1.6312807594,0.9151659236,1.0388194592,0.8625726075,0.0247955400
1.4917443217,1.7166070563,1.9002678480,0.9580737318,0.9961595501,1.1450850786,0.0247955400
1.9171438998,1.5407680050,1.6866239176,1.1062075400,1.0437696040,0.9325138316,0.0247955400
1.7026582567,1.5107966418,1.6146638960,1.0023639615,1.1623644466,0.9413636272,0.0247955400
1.4099352947,1.3667942900,1.6667899707,0.9204855616,0.9727826245,1.0480158292,0.0248031600
1.6317505555,1.9546460968,1.6015907581,1.0671576112,1.0013268188,0.9796964382,0.0248031600
1.6378211540,1.7351062116,1.7288156320,1.0398830840,1.0312375971,1.1589799875,0.0248031600
1.7160048046,1.8388893914,1.4145111318,1.0961937546,0.8999295737,0.9710277782,0.0248107900
1.4254602974,1.5291954574,1.7221047950,1.0008625071,1.0262644954,1.0925955263,0.0248107900
1.6183374988,1.7970429885,1.7261369967,0.8843296647,1.0082468837,1.0844775092,0.0248107900
1.4438525316,1.4076676692,1.5881945935,0.9830667814,1.0748888228,0.9932115567,0.0248184200
1.4028986121,1.8121815769,1.7379357555,0.9068788992,0.9675946774,1.0736868086,0.0248184200
1.8594832045,1.8661300668,1.5040515349,1.1163250992,1.0147934704,0.9557305694,0.0248184200
1.5774023417,1.4075203661,1.4302923625,0.9660224656,1.0735865081,0.9062997869,0.0248260500
1.4741971551,1.5162181743,1.5763708529,0.8727757251,1.0367936489,0.8961996294,0.0248260500
